           1    -4.70243    -4.70243           0
           2    -4.70114    -4.70179 0.000455186
           3    -4.70104    -4.70154 0.000365981
           4    -4.70084    -4.70136 0.000313038
           5    -4.70346    -4.70178 0.000450607
           6    -4.70362    -4.70209 0.000468255
           7    -4.70118    -4.70196  0.00041907
           8     -4.7013    -4.70188 0.000374631
           9    -4.70009    -4.70168 0.000382132
          10    -4.70059    -4.70157 0.000359083
          11    -4.70232    -4.70164 0.000332846
          12    -4.70339    -4.70178  0.00033565
          13    -4.70021    -4.70166 0.000330806
          14    -4.70134    -4.70164 0.000307996
          15    -4.70057    -4.70157 0.000295651
          16    -4.70246    -4.70162  0.00028238
          17    -4.70267    -4.70168 0.000272411
          18    -4.70178    -4.70169 0.000257326
          19    -4.70232    -4.70172 0.000245894
          20    -4.70198    -4.70174 0.000233933
           1     -6.5831     -6.5831           0
           2    -6.58267    -6.58289 0.000153219
           1    -6.58223    -6.58223           0
           2    -6.58381    -6.58302 0.000560866
           3    -6.58322    -6.58309 0.000377765
           4    -6.58362    -6.58322 0.000306171
           5    -6.58265    -6.58311   0.0002654
           6    -6.58307     -6.5831 0.000221245
           7    -6.58353    -6.58316 0.000197999
           8    -6.58234    -6.58306 0.000198304
           9     -6.5827    -6.58302  0.00018014
          10    -6.58386     -6.5831 0.000180694
          11    -6.58335    -6.58313 0.000165681
          12    -6.58314    -6.58313 0.000151877
          13    -6.58409     -6.5832 0.000157076
          14    -6.58281    -6.58317 0.000148277
          15    -6.58195    -6.58309   0.0001594
          16    -6.58267    -6.58307 0.000151613
          17    -6.58329    -6.58308  0.00014325
          18    -6.58241    -6.58304 0.000140004
          19    -6.58113    -6.58294 0.000164961
          20    -6.58188    -6.58289 0.000165049
