           1         0.8         0.8           0
           2         0.8         0.8           0
           3         0.8         0.8           0
           4         0.8         0.8           0
           5         0.8         0.8           0
           6         0.8         0.8           0
           7         0.8         0.8 5.63211e-09
           8         0.8         0.8           0
           9         0.8         0.8           0
          10         0.8         0.8   3.332e-09
          11         0.8         0.8 3.17694e-09
          12         0.8         0.8 3.04169e-09
          13         0.8         0.8 5.84472e-09
          14         0.8         0.8 5.63211e-09
          15         0.8         0.8 6.08337e-09
          16         0.8         0.8  5.8902e-09
          17         0.8         0.8 5.71433e-09
          18         0.8         0.8 6.08337e-09
          19         0.8         0.8 5.92112e-09
          20         0.8         0.8 5.77119e-09
          21         0.8         0.8 5.63211e-09
          22         0.8         0.8 5.02318e-09
          23         0.8         0.8 4.91277e-09
          24         0.8         0.8 4.30159e-09
          25         0.8         0.8 4.21468e-09
          26         0.8         0.8 2.92236e-09
          27         0.8         0.8 2.86773e-09
          28         0.8         0.8 1.99125e-09
          29         0.8         0.8 1.95662e-09
          30         0.8         0.8 1.92373e-09
          31         0.8         0.8           0
          32         0.8         0.8           0
          33         0.8         0.8           0
          34         0.8         0.8 2.55553e-09
          35         0.8         0.8 2.51876e-09
          36         0.8         0.8 2.48353e-09
          37         0.8         0.8 2.44974e-09
          38         0.8         0.8 2.41729e-09
          39         0.8         0.8  2.3861e-09
          40         0.8         0.8 2.35608e-09
          41         0.8         0.8 1.64556e-09
          42         0.8         0.8 1.62585e-09
          43         0.8         0.8 2.27241e-09
          44         0.8         0.8 2.24643e-09
          45         0.8         0.8 2.22133e-09
          46         0.8         0.8 2.19706e-09
          47         0.8         0.8 2.17356e-09
          48         0.8         0.8  2.1508e-09
          49         0.8         0.8 2.12874e-09
          50         0.8         0.8 2.98023e-09
