1 0
1.41604 0.0388562
1.7367 0.0418634
2.00534 0.0395618
2.24545 0.0437373
2.46036 0.0414054
2.6568 0.0404823
2.84851 0.0413944
3.01555 0.0389244
3.17753 0.0407665
3.33384 0.0409767
3.48199 0.0388852
3.63168 0.0363225
3.76115 0.0363827
3.89506 0.0354105
4.01156 0.035737
4.1376 0.0356708
4.25663 0.0359099
4.36502 0.0342508
4.47209 0.0341431
4.58139 0.0344788
4.69151 0.0345335
4.79865 0.0336544
4.91245 0.033996
5.01274 0.0352607
5.11679 0.0348641
5.21691 0.0370628
5.31988 0.0382269
5.41426 0.0384126
5.49839 0.039255
5.58439 0.0394272
5.67286 0.0414323
5.7564 0.0439173
5.84202 0.0420321
5.93089 0.0414164
6.00603 0.0419055
6.09199 0.0417797
6.16789 0.0417348
6.25034 0.042555
6.33109 0.0413035
6.40857 0.0419364
6.48956 0.0424954
6.56979 0.0422416
6.633 0.0417356
6.70191 0.0419978
6.76379 0.0419095
6.83335 0.0420248
6.91351 0.0424276
6.98255 0.0431866
7.06319 0.0441552
7.13271 0.04358
7.19335 0.0438982
7.26614 0.0426364
7.32866 0.0420327
7.39907 0.042459
7.46268 0.0406347
7.5279 0.0415503
7.59387 0.040979
7.65438 0.0420654
7.71939 0.041354
7.77902 0.042245
7.84263 0.0428308
7.89948 0.0422671
7.96952 0.0424211
8.0295 0.0416578
8.09161 0.0421944
8.14765 0.0418675
8.21942 0.0431163
8.27709 0.0415037
8.34754 0.0411764
8.40717 0.0418645
8.46263 0.0435919
8.51977 0.0439934
8.58223 0.043656
8.6393 0.0444349
8.70331 0.0437834
8.75525 0.0437969
8.81193 0.0441671
8.8692 0.0436247
8.91987 0.0438356
8.97588 0.0439207
9.03616 0.0438246
9.09217 0.0434591
9.14529 0.0424581
9.20799 0.0420406
9.27585 0.0412091
9.32296 0.0423514
9.36717 0.0421892
9.4185 0.0424021
9.47357 0.0436883
9.52466 0.0439187
9.57242 0.0434975
9.622 0.0431954
9.67633 0.0432168
9.73074 0.0430954
9.78192 0.043914
9.82941 0.0448232
9.88188 0.0450999
9.93275 0.0446028
9.97468 0.04386
