1.00011 0
1.00169 0.00158095
1.00101 0.00113389
1.00102 0.000801792
1.00109 0.00062534
1.00106 0.000511535
1.00108 0.000432794
1.00072 0.000520262
1.00089 0.000488391
1.00108 0.000478405
1.00095 0.000452123
1.00072 0.00047392
1.00073 0.000436047
1.00068 0.000406759
1.00059 0.000389869
1.00044 0.000392407
1.00035 0.000378769
1.00024 0.000375031
1.0002 0.000357309
1.00016 0.00034116
1.00006 0.000338883
1 0.000328262
1.00002 0.000314302
1.00004 0.000301594
0.999979 0.000296167
1 0.000285506
0.999922 0.000286242
0.999878 0.000279336
0.999943 0.000277406
0.999917 0.000269293
0.999948 0.000262271
0.999967 0.000254719
0.999971 0.000246899
0.999912 0.000246473
0.999914 0.00023933
0.999885 0.000234365
0.999862 0.000229075
0.99986 0.000222974
0.999845 0.000217749
0.999835 0.000212471
0.999839 0.00020727
0.999837 0.000202286
0.999834 0.000197542
0.999811 0.000194392
0.999808 0.000190049
0.99982 0.000186277
0.999833 0.000182714
0.999809 0.000180493
0.999826 0.000177594
0.999816 0.000174276
0.999794 0.000172233
0.999802 0.000169056
0.999817 0.000166523
0.999844 0.000165591
0.999825 0.000163581
0.999793 0.000163865
0.999784 0.0001612
0.999762 0.000159945
0.999807 0.000163569
0.999812 0.000160897
0.999828 0.00015908
0.999821 0.000156673
0.999871 0.000161995
0.999888 0.000160396
0.999912 0.00015971
0.999919 0.000157417
0.9999 0.000156239
0.999916 0.000154842
0.999912 0.000152651
0.999942 0.00015352
0.999927 0.000152138
0.999939 0.000150506
0.999931 0.000148665
0.99992 0.000147041
0.999914 0.000145169
0.999927 0.000143843
0.999928 0.000141964
0.999919 0.000140428
0.999928 0.000138917
0.999899 0.000140086
0.999906 0.000138526
0.999901 0.000136944
0.99989 0.000135668
0.99989 0.000134044
0.999874 0.000133405
0.999884 0.000132249
0.999895 0.000131158
0.999898 0.000129686
0.999864 0.000132651
0.999859 0.000131271
0.99983 0.0001329
0.999838 0.000131713
0.999823 0.000131167
0.999834 0.000130205
0.99983 0.00012889
0.999813 0.000128639
0.999802 0.000127788
0.999813 0.000126986
0.999824 0.000126125
0.999834 0.000125297
