       0.805694       0.818311       0.372526      -0.303551      -0.964167      -0.656377       0.469007       0.443803       0.405775       0.481746       0.872804       0.359106       0.221608       0.979046     -0.0264456      -0.356693        -0.6175       -0.99464       0.172529      -0.674648       -0.65912       0.823509      -0.132726      -0.985476      -0.556762      -0.992181      -0.976971        -0.9791      -0.500468      -0.315199      -0.903192     0.00390521      -0.680449     -0.0373549       0.805694
       0.805694       0.818311       0.372526      -0.303551      -0.964167      -0.656377       0.469007       0.443803       0.405775       0.481746       0.872804       0.359106       0.221608       0.979046     -0.0264456      -0.356693        -0.6175       -0.99464       0.172529      -0.674648       -0.65912       0.823509      -0.132726      -0.985476      -0.556762      -0.992181      -0.976971        -0.9791      -0.500468      -0.315199      -0.903192     0.00390521      -0.680449     -0.0373549       0.805694
       0.805694       0.481746        -0.9791      -0.976971       0.359106      -0.356693       0.469007      -0.656377       -0.65912      -0.992181       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476      -0.964167       0.172529       0.372526     0.00390521       -0.99464      -0.315199      -0.303551      -0.680449      -0.556762       0.872804       0.979046       0.818311       0.823509       0.405775      -0.132726      -0.674648     -0.0373549       0.443803      -0.500468       0.805694
       0.805694       0.818311       0.979046        -0.9791      -0.674648       -0.99464      -0.976971       0.359106      -0.356693       0.469007      -0.556762     0.00390521       0.372526       0.172529      -0.964167      -0.985476        -0.6175      -0.903192     -0.0264456      -0.992181       -0.65912      -0.656377      -0.500468       0.443803     -0.0373549       0.481746      -0.132726       0.405775       0.823509       0.221608       0.872804      -0.315199      -0.303551      -0.680449       0.805694
       0.805694      -0.674648      -0.132726       0.469007      -0.656377       -0.65912      -0.992181      -0.680449      -0.964167      -0.556762        -0.9791       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476       0.172529       0.372526       -0.99464      -0.315199      -0.303551      -0.976971       0.359106      -0.356693       0.872804       0.979046       0.818311       0.823509       0.405775     0.00390521       0.481746      -0.500468     -0.0373549       0.443803       0.805694
       0.805694       0.979046        -0.9791      -0.303551       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476      -0.964167       0.172529       0.372526       0.481746     0.00390521       -0.65912      -0.656377       0.469007      -0.132726       0.405775       0.823509       0.818311       0.872804      -0.356693       0.359106      -0.976971      -0.556762      -0.680449      -0.315199       -0.99464      -0.992181      -0.674648      -0.500468     -0.0373549       0.443803       0.805694
       0.805694      -0.674648      -0.132726       0.469007      -0.656377       -0.65912      -0.992181      -0.680449      -0.964167      -0.556762        -0.9791       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476      -0.976971       -0.99464      -0.315199      -0.303551       0.872804       0.979046       0.818311       0.823509       0.359106      -0.356693       0.172529     0.00390521       0.372526       0.481746       0.443803      -0.500468       0.405775     -0.0373549       0.805694
       0.805694       0.405775      -0.132726       0.469007      -0.656377       -0.65912     0.00390521       0.481746      -0.556762      -0.680449      -0.303551      -0.315199       -0.99464      -0.992181        -0.9791      -0.976971      -0.674648       0.372526       0.359106      -0.356693       0.872804       0.979046       0.818311       0.823509       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476      -0.964167       0.172529     -0.0373549      -0.500468       0.443803       0.805694
       0.805694       0.405775       0.481746       0.172529     0.00390521       0.469007       0.823509       0.221608     -0.0264456      -0.903192        -0.6175      -0.985476      -0.964167      -0.500468      -0.992181       -0.99464      -0.315199      -0.303551      -0.356693       0.359106      -0.132726      -0.674648      -0.556762      -0.680449       -0.65912      -0.656377      -0.976971        -0.9791       0.372526       0.818311       0.979046       0.872804     -0.0373549       0.443803       0.805694
       0.805694       0.469007     0.00390521       0.372526       0.172529       -0.65912      -0.656377      -0.500468       0.443803     -0.0373549       0.481746      -0.132726       0.405775       0.823509       0.221608       0.872804      -0.356693      -0.303551      -0.315199       0.359106     -0.0264456      -0.903192        -0.6175      -0.985476      -0.964167      -0.976971       -0.99464      -0.674648      -0.992181        -0.9791      -0.680449      -0.556762       0.818311       0.979046       0.805694
