       0.805694       0.221608       0.579483       -0.99464      -0.985476      -0.556762       0.115279      -0.356693      -0.992181     -0.0264456       0.501335       0.872804       0.823509       0.997084     -0.0373549       0.557599     0.00390521       0.979046       0.172529       0.481746      -0.557541      -0.674648      -0.903192       0.359106       0.599641       0.469007       0.876679       0.443803      -0.999916      -0.132726      -0.435033      -0.964167       0.405775       0.818311       0.372526      -0.680449      -0.315199        -0.6175        -0.9791       0.417594      -0.450136       0.674804      -0.303551       0.210134      -0.656377      -0.976971       -0.52013      -0.971291      -0.500468       -0.65912       0.805694
       0.805694       0.221608       0.579483       -0.99464      -0.985476      -0.556762       0.115279      -0.356693      -0.992181     -0.0264456       0.501335       0.872804       0.823509       0.997084     -0.0373549       0.557599     0.00390521       0.979046       0.172529       0.481746      -0.557541      -0.674648      -0.903192       0.359106       0.599641       0.469007       0.876679       0.443803      -0.999916      -0.132726      -0.435033      -0.964167       0.405775       0.818311       0.372526      -0.680449      -0.315199        -0.6175        -0.9791       0.417594      -0.450136       0.674804      -0.303551       0.210134      -0.656377      -0.976971       -0.52013      -0.971291      -0.500468       -0.65912       0.805694
       0.805694       0.997084       0.557599      -0.680449       -0.65912        -0.9791      -0.500468       0.405775       0.372526       0.481746       0.818311      -0.674648      -0.976971       0.501335       0.674804       0.115279       0.417594       0.979046      -0.132726       0.579483     -0.0373549       -0.99464        -0.6175     -0.0264456      -0.450136      -0.985476      -0.315199      -0.303551       0.872804       0.210134      -0.435033      -0.656377       0.172529      -0.999916      -0.556762       0.221608       -0.52013      -0.992181      -0.903192       0.359106       0.823509       0.599641       0.469007       0.876679       0.443803     0.00390521      -0.964167      -0.557541      -0.971291      -0.356693       0.805694
       0.805694       0.997084       0.872804       0.481746       -0.65912       0.115279       0.372526       0.818311      -0.674648      -0.976971       0.501335       0.674804       0.417594       0.979046       0.405775      -0.132726       0.221608       0.579483       -0.99464      -0.985476      -0.556762       -0.52013      -0.992181      -0.903192       0.359106       0.823509        -0.6175     -0.0264456      -0.450136      -0.315199      -0.303551       0.210134      -0.435033      -0.656377       0.443803     -0.0373549      -0.500468        -0.9791      -0.680449       0.557599       0.172529      -0.999916       0.599641       0.469007       0.876679      -0.356693      -0.557541      -0.964167      -0.971291     0.00390521       0.805694
       0.805694       0.481746       0.372526       0.115279       0.818311      -0.674648      -0.976971       0.501335       0.674804       0.417594       0.979046       0.405775      -0.132726       0.221608       0.579483       -0.99464      -0.985476      -0.556762      -0.992181     -0.0264456       0.872804       0.823509       0.443803     -0.0373549      -0.500468        -0.9791      -0.680449       0.997084       0.876679       0.469007       0.599641       0.172529      -0.656377       0.557599        -0.6175      -0.450136      -0.315199      -0.303551       0.210134      -0.435033      -0.999916       -0.52013       -0.65912      -0.903192       0.359106      -0.356693      -0.557541      -0.964167      -0.971291     0.00390521       0.805694
       0.805694       0.481746       0.372526       0.115279       0.818311      -0.674648      -0.976971       0.501335       0.674804       0.417594       0.979046       0.405775      -0.132726       0.221608       0.579483       -0.99464      -0.985476      -0.556762      -0.992181     -0.0264456       0.872804       0.823509       0.443803     -0.0373549      -0.500468        -0.9791      -0.680449      -0.656377       0.172529       0.599641       0.469007       0.876679       0.997084       0.557599       -0.65912        -0.6175      -0.450136      -0.315199      -0.435033       0.210134      -0.303551       0.359106      -0.999916       -0.52013      -0.903192      -0.356693      -0.557541      -0.964167      -0.971291     0.00390521       0.805694
       0.805694      -0.992181     -0.0264456       0.872804       0.443803     -0.0373549      -0.500468        -0.9791      -0.680449       0.599641       0.818311       0.481746       0.372526       0.115279      -0.674648      -0.976971      -0.303551      -0.315199      -0.450136        -0.6175       0.221608       0.579483       -0.99464      -0.985476      -0.556762       -0.65912      -0.903192      -0.356693      -0.557541       0.359106       0.823509       0.997084       0.876679       0.469007       0.172529      -0.656377      -0.435033       0.210134       0.501335       0.674804       0.417594       0.979046       0.405775      -0.132726       0.557599       -0.52013      -0.999916      -0.964167      -0.971291     0.00390521       0.805694
       0.805694      -0.992181     -0.0264456       0.872804       0.443803     -0.0373549      -0.500468        -0.9791      -0.680449       0.997084       0.876679       0.469007       0.172529      -0.656377      -0.435033       0.210134      -0.303551      -0.315199      -0.450136        -0.6175       0.221608       0.579483       -0.99464      -0.985476      -0.556762       -0.65912      -0.903192      -0.356693      -0.557541       0.359106       0.823509       0.599641       0.818311       0.481746       0.372526       0.115279      -0.674648      -0.976971      -0.971291      -0.964167      -0.999916       -0.52013       0.501335       0.674804       0.417594       0.979046       0.405775      -0.132726       0.557599     0.00390521       0.805694
       0.805694       0.481746       0.372526       0.115279       0.818311      -0.674648      -0.976971        -0.9791      -0.992181      -0.971291      -0.964167      -0.999916       -0.52013       0.557599      -0.132726       0.405775       0.979046       0.417594       0.674804       0.501335     -0.0264456       0.872804       0.443803     -0.0373549      -0.500468      -0.680449       0.997084       0.876679       0.469007       0.172529      -0.656377      -0.435033       0.210134      -0.303551      -0.315199      -0.450136        -0.6175       0.221608       0.579483       -0.99464      -0.985476      -0.556762       -0.65912      -0.903192      -0.356693      -0.557541       0.359106       0.823509       0.599641     0.00390521       0.805694
       0.805694      -0.992181      -0.976971      -0.674648       0.115279       0.372526       0.481746       0.818311       0.599641       0.823509       0.359106      -0.557541      -0.356693      -0.903192       -0.65912      -0.556762      -0.985476       -0.99464       0.872804     -0.0264456       0.501335       0.674804       0.417594       0.579483       0.221608        -0.6175      -0.450136        -0.9791      -0.500468     -0.0373549       0.443803      -0.132726       0.405775       0.979046       0.997084       0.557599      -0.680449      -0.656377       0.172529       0.469007       0.876679      -0.435033       0.210134      -0.303551       -0.52013      -0.315199      -0.999916      -0.964167      -0.971291     0.00390521       0.805694
